
--- TRAIN SPLIT (4800 samples) ---
ID: scene00000 | Difficulty: 2.0 | Files: scene00000_horizontalOnly_rot_binaural.npz -> scene00000_horizontalOnly_AMBIX.npy
ID: scene03727 | Difficulty: 6.0 | Files: scene03727_horizontalOnly_rot_binaural.npz -> scene03727_horizontalOnly_AMBIX.npy
ID: scene03728 | Difficulty: 1.0 | Files: scene03728_horizontalOnly_rot_binaural.npz -> scene03728_horizontalOnly_AMBIX.npy
ID: scene03729 | Difficulty: 4.0 | Files: scene03729_horizontalOnly_rot_binaural.npz -> scene03729_horizontalOnly_AMBIX.npy
ID: scene03730 | Difficulty: 1.0 | Files: scene03730_horizontalOnly_rot_binaural.npz -> scene03730_horizontalOnly_AMBIX.npy
ID: scene03731 | Difficulty: 2.0 | Files: scene03731_horizontalOnly_rot_binaural.npz -> scene03731_horizontalOnly_AMBIX.npy
ID: scene03732 | Difficulty: 2.0 | Files: scene03732_horizontalOnly_rot_binaural.npz -> scene03732_horizontalOnly_AMBIX.npy
ID: scene03733 | Difficulty: 2.0 | Files: scene03733_horizontalOnly_rot_binaural.npz -> scene03733_horizontalOnly_AMBIX.npy
ID: scene03734 | Difficulty: 1.0 | Files: scene03734_horizontalOnly_rot_binaural.npz -> scene03734_horizontalOnly_AMBIX.npy
ID: scene03735 | Difficulty: 1.0 | Files: scene03735_horizontalOnly_rot_binaural.npz -> scene03735_horizontalOnly_AMBIX.npy
ID: scene03736 | Difficulty: 1.0 | Files: scene03736_horizontalOnly_rot_binaural.npz -> scene03736_horizontalOnly_AMBIX.npy
ID: scene03737 | Difficulty: 2.0 | Files: scene03737_horizontalOnly_rot_binaural.npz -> scene03737_horizontalOnly_AMBIX.npy
ID: scene03738 | Difficulty: 2.0 | Files: scene03738_horizontalOnly_rot_binaural.npz -> scene03738_horizontalOnly_AMBIX.npy
ID: scene03739 | Difficulty: 2.0 | Files: scene03739_horizontalOnly_rot_binaural.npz -> scene03739_horizontalOnly_AMBIX.npy
ID: scene03740 | Difficulty: 3.0 | Files: scene03740_horizontalOnly_rot_binaural.npz -> scene03740_horizontalOnly_AMBIX.npy
ID: scene03741 | Difficulty: 3.0 | Files: scene03741_horizontalOnly_rot_binaural.npz -> scene03741_horizontalOnly_AMBIX.npy
ID: scene03742 | Difficulty: 3.0 | Files: scene03742_horizontalOnly_rot_binaural.npz -> scene03742_horizontalOnly_AMBIX.npy
ID: scene03743 | Difficulty: 2.0 | Files: scene03743_horizontalOnly_rot_binaural.npz -> scene03743_horizontalOnly_AMBIX.npy
ID: scene03744 | Difficulty: 1.0 | Files: scene03744_horizontalOnly_rot_binaural.npz -> scene03744_horizontalOnly_AMBIX.npy
ID: scene03745 | Difficulty: 3.0 | Files: scene03745_horizontalOnly_rot_binaural.npz -> scene03745_horizontalOnly_AMBIX.npy
ID: scene03746 | Difficulty: 4.0 | Files: scene03746_horizontalOnly_rot_binaural.npz -> scene03746_horizontalOnly_AMBIX.npy
ID: scene03747 | Difficulty: 2.0 | Files: scene03747_horizontalOnly_rot_binaural.npz -> scene03747_horizontalOnly_AMBIX.npy
ID: scene03748 | Difficulty: 4.0 | Files: scene03748_horizontalOnly_rot_binaural.npz -> scene03748_horizontalOnly_AMBIX.npy
ID: scene03749 | Difficulty: 1.0 | Files: scene03749_horizontalOnly_rot_binaural.npz -> scene03749_horizontalOnly_AMBIX.npy
ID: scene03750 | Difficulty: 1.0 | Files: scene03750_horizontalOnly_rot_binaural.npz -> scene03750_horizontalOnly_AMBIX.npy
ID: scene03751 | Difficulty: 1.0 | Files: scene03751_horizontalOnly_rot_binaural.npz -> scene03751_horizontalOnly_AMBIX.npy
ID: scene03752 | Difficulty: 5.0 | Files: scene03752_horizontalOnly_rot_binaural.npz -> scene03752_horizontalOnly_AMBIX.npy
ID: scene03753 | Difficulty: 5.0 | Files: scene03753_horizontalOnly_rot_binaural.npz -> scene03753_horizontalOnly_AMBIX.npy
ID: scene03754 | Difficulty: 4.0 | Files: scene03754_horizontalOnly_rot_binaural.npz -> scene03754_horizontalOnly_AMBIX.npy
ID: scene03755 | Difficulty: 3.0 | Files: scene03755_horizontalOnly_rot_binaural.npz -> scene03755_horizontalOnly_AMBIX.npy
ID: scene03756 | Difficulty: 4.0 | Files: scene03756_horizontalOnly_rot_binaural.npz -> scene03756_horizontalOnly_AMBIX.npy
ID: scene03757 | Difficulty: 3.0 | Files: scene03757_horizontalOnly_rot_binaural.npz -> scene03757_horizontalOnly_AMBIX.npy
ID: scene03758 | Difficulty: 2.0 | Files: scene03758_horizontalOnly_rot_binaural.npz -> scene03758_horizontalOnly_AMBIX.npy
ID: scene03759 | Difficulty: 2.0 | Files: scene03759_horizontalOnly_rot_binaural.npz -> scene03759_horizontalOnly_AMBIX.npy
ID: scene03760 | Difficulty: 3.0 | Files: scene03760_horizontalOnly_rot_binaural.npz -> scene03760_horizontalOnly_AMBIX.npy
ID: scene03761 | Difficulty: 3.0 | Files: scene03761_horizontalOnly_rot_binaural.npz -> scene03761_horizontalOnly_AMBIX.npy
ID: scene03762 | Difficulty: 3.0 | Files: scene03762_horizontalOnly_rot_binaural.npz -> scene03762_horizontalOnly_AMBIX.npy
ID: scene03763 | Difficulty: 3.0 | Files: scene03763_horizontalOnly_rot_binaural.npz -> scene03763_horizontalOnly_AMBIX.npy
ID: scene03764 | Difficulty: 2.0 | Files: scene03764_horizontalOnly_rot_binaural.npz -> scene03764_horizontalOnly_AMBIX.npy
ID: scene03765 | Difficulty: 2.0 | Files: scene03765_horizontalOnly_rot_binaural.npz -> scene03765_horizontalOnly_AMBIX.npy
ID: scene03766 | Difficulty: 2.0 | Files: scene03766_horizontalOnly_rot_binaural.npz -> scene03766_horizontalOnly_AMBIX.npy
ID: scene03767 | Difficulty: 2.0 | Files: scene03767_horizontalOnly_rot_binaural.npz -> scene03767_horizontalOnly_AMBIX.npy
ID: scene03768 | Difficulty: 3.0 | Files: scene03768_horizontalOnly_rot_binaural.npz -> scene03768_horizontalOnly_AMBIX.npy
ID: scene03769 | Difficulty: 4.0 | Files: scene03769_horizontalOnly_rot_binaural.npz -> scene03769_horizontalOnly_AMBIX.npy
ID: scene03770 | Difficulty: 3.0 | Files: scene03770_horizontalOnly_rot_binaural.npz -> scene03770_horizontalOnly_AMBIX.npy
ID: scene03771 | Difficulty: 3.0 | Files: scene03771_horizontalOnly_rot_binaural.npz -> scene03771_horizontalOnly_AMBIX.npy
ID: scene03772 | Difficulty: 2.0 | Files: scene03772_horizontalOnly_rot_binaural.npz -> scene03772_horizontalOnly_AMBIX.npy
ID: scene03773 | Difficulty: 1.0 | Files: scene03773_horizontalOnly_rot_binaural.npz -> scene03773_horizontalOnly_AMBIX.npy
ID: scene03774 | Difficulty: 1.0 | Files: scene03774_horizontalOnly_rot_binaural.npz -> scene03774_horizontalOnly_AMBIX.npy
ID: scene03775 | Difficulty: 1.0 | Files: scene03775_horizontalOnly_rot_binaural.npz -> scene03775_horizontalOnly_AMBIX.npy
ID: scene03776 | Difficulty: 4.0 | Files: scene03776_horizontalOnly_rot_binaural.npz -> scene03776_horizontalOnly_AMBIX.npy
ID: scene03777 | Difficulty: 2.0 | Files: scene03777_horizontalOnly_rot_binaural.npz -> scene03777_horizontalOnly_AMBIX.npy
ID: scene03778 | Difficulty: 2.0 | Files: scene03778_horizontalOnly_rot_binaural.npz -> scene03778_horizontalOnly_AMBIX.npy
ID: scene03779 | Difficulty: 4.0 | Files: scene03779_horizontalOnly_rot_binaural.npz -> scene03779_horizontalOnly_AMBIX.npy
ID: scene03780 | Difficulty: 3.0 | Files: scene03780_horizontalOnly_rot_binaural.npz -> scene03780_horizontalOnly_AMBIX.npy
ID: scene03781 | Difficulty: 2.0 | Files: scene03781_horizontalOnly_rot_binaural.npz -> scene03781_horizontalOnly_AMBIX.npy
ID: scene03782 | Difficulty: 2.0 | Files: scene03782_horizontalOnly_rot_binaural.npz -> scene03782_horizontalOnly_AMBIX.npy
ID: scene03783 | Difficulty: 2.0 | Files: scene03783_horizontalOnly_rot_binaural.npz -> scene03783_horizontalOnly_AMBIX.npy
ID: scene03784 | Difficulty: 5.0 | Files: scene03784_horizontalOnly_rot_binaural.npz -> scene03784_horizontalOnly_AMBIX.npy
ID: scene03785 | Difficulty: 4.0 | Files: scene03785_horizontalOnly_rot_binaural.npz -> scene03785_horizontalOnly_AMBIX.npy
ID: scene03786 | Difficulty: 3.0 | Files: scene03786_horizontalOnly_rot_binaural.npz -> scene03786_horizontalOnly_AMBIX.npy
ID: scene03787 | Difficulty: 2.0 | Files: scene03787_horizontalOnly_rot_binaural.npz -> scene03787_horizontalOnly_AMBIX.npy
ID: scene03788 | Difficulty: 2.0 | Files: scene03788_horizontalOnly_rot_binaural.npz -> scene03788_horizontalOnly_AMBIX.npy
ID: scene03789 | Difficulty: 2.0 | Files: scene03789_horizontalOnly_rot_binaural.npz -> scene03789_horizontalOnly_AMBIX.npy
ID: scene03790 | Difficulty: 2.0 | Files: scene03790_horizontalOnly_rot_binaural.npz -> scene03790_horizontalOnly_AMBIX.npy
ID: scene03791 | Difficulty: 3.0 | Files: scene03791_horizontalOnly_rot_binaural.npz -> scene03791_horizontalOnly_AMBIX.npy
ID: scene03792 | Difficulty: 2.0 | Files: scene03792_horizontalOnly_rot_binaural.npz -> scene03792_horizontalOnly_AMBIX.npy
ID: scene03793 | Difficulty: 3.0 | Files: scene03793_horizontalOnly_rot_binaural.npz -> scene03793_horizontalOnly_AMBIX.npy
ID: scene03794 | Difficulty: 1.0 | Files: scene03794_horizontalOnly_rot_binaural.npz -> scene03794_horizontalOnly_AMBIX.npy
ID: scene03795 | Difficulty: 2.0 | Files: scene03795_horizontalOnly_rot_binaural.npz -> scene03795_horizontalOnly_AMBIX.npy
ID: scene03796 | Difficulty: 2.0 | Files: scene03796_horizontalOnly_rot_binaural.npz -> scene03796_horizontalOnly_AMBIX.npy
ID: scene03797 | Difficulty: 1.0 | Files: scene03797_horizontalOnly_rot_binaural.npz -> scene03797_horizontalOnly_AMBIX.npy
ID: scene03798 | Difficulty: 4.0 | Files: scene03798_horizontalOnly_rot_binaural.npz -> scene03798_horizontalOnly_AMBIX.npy
ID: scene03799 | Difficulty: 3.0 | Files: scene03799_horizontalOnly_rot_binaural.npz -> scene03799_horizontalOnly_AMBIX.npy
ID: scene03800 | Difficulty: 3.0 | Files: scene03800_horizontalOnly_rot_binaural.npz -> scene03800_horizontalOnly_AMBIX.npy
ID: scene03801 | Difficulty: 1.0 | Files: scene03801_horizontalOnly_rot_binaural.npz -> scene03801_horizontalOnly_AMBIX.npy
ID: scene03802 | Difficulty: 2.0 | Files: scene03802_horizontalOnly_rot_binaural.npz -> scene03802_horizontalOnly_AMBIX.npy
ID: scene03803 | Difficulty: 1.0 | Files: scene03803_horizontalOnly_rot_binaural.npz -> scene03803_horizontalOnly_AMBIX.npy
ID: scene03804 | Difficulty: 3.0 | Files: scene03804_horizontalOnly_rot_binaural.npz -> scene03804_horizontalOnly_AMBIX.npy
ID: scene03805 | Difficulty: 3.0 | Files: scene03805_horizontalOnly_rot_binaural.npz -> scene03805_horizontalOnly_AMBIX.npy
ID: scene03806 | Difficulty: 2.0 | Files: scene03806_horizontalOnly_rot_binaural.npz -> scene03806_horizontalOnly_AMBIX.npy
ID: scene03807 | Difficulty: 3.0 | Files: scene03807_horizontalOnly_rot_binaural.npz -> scene03807_horizontalOnly_AMBIX.npy
ID: scene03808 | Difficulty: 2.0 | Files: scene03808_horizontalOnly_rot_binaural.npz -> scene03808_horizontalOnly_AMBIX.npy
ID: scene03809 | Difficulty: 1.0 | Files: scene03809_horizontalOnly_rot_binaural.npz -> scene03809_horizontalOnly_AMBIX.npy
ID: scene03810 | Difficulty: 2.0 | Files: scene03810_horizontalOnly_rot_binaural.npz -> scene03810_horizontalOnly_AMBIX.npy
ID: scene03811 | Difficulty: 5.0 | Files: scene03811_horizontalOnly_rot_binaural.npz -> scene03811_horizontalOnly_AMBIX.npy
ID: scene03812 | Difficulty: 4.0 | Files: scene03812_horizontalOnly_rot_binaural.npz -> scene03812_horizontalOnly_AMBIX.npy
ID: scene03813 | Difficulty: 5.0 | Files: scene03813_horizontalOnly_rot_binaural.npz -> scene03813_horizontalOnly_AMBIX.npy
ID: scene03814 | Difficulty: 2.0 | Files: scene03814_horizontalOnly_rot_binaural.npz -> scene03814_horizontalOnly_AMBIX.npy
ID: scene03815 | Difficulty: 4.0 | Files: scene03815_horizontalOnly_rot_binaural.npz -> scene03815_horizontalOnly_AMBIX.npy
ID: scene03816 | Difficulty: 2.0 | Files: scene03816_horizontalOnly_rot_binaural.npz -> scene03816_horizontalOnly_AMBIX.npy
ID: scene03817 | Difficulty: 1.0 | Files: scene03817_horizontalOnly_rot_binaural.npz -> scene03817_horizontalOnly_AMBIX.npy
ID: scene03818 | Difficulty: 3.0 | Files: scene03818_horizontalOnly_rot_binaural.npz -> scene03818_horizontalOnly_AMBIX.npy
ID: scene03819 | Difficulty: 2.0 | Files: scene03819_horizontalOnly_rot_binaural.npz -> scene03819_horizontalOnly_AMBIX.npy
ID: scene03820 | Difficulty: 2.0 | Files: scene03820_horizontalOnly_rot_binaural.npz -> scene03820_horizontalOnly_AMBIX.npy
ID: scene03821 | Difficulty: 2.0 | Files: scene03821_horizontalOnly_rot_binaural.npz -> scene03821_horizontalOnly_AMBIX.npy
ID: scene03822 | Difficulty: 1.0 | Files: scene03822_horizontalOnly_rot_binaural.npz -> scene03822_horizontalOnly_AMBIX.npy
ID: scene03823 | Difficulty: 2.0 | Files: scene03823_horizontalOnly_rot_binaural.npz -> scene03823_horizontalOnly_AMBIX.npy
ID: scene03824 | Difficulty: 5.0 | Files: scene03824_horizontalOnly_rot_binaural.npz -> scene03824_horizontalOnly_AMBIX.npy
ID: scene03825 | Difficulty: 2.0 | Files: scene03825_horizontalOnly_rot_binaural.npz -> scene03825_horizontalOnly_AMBIX.npy
ID: scene03826 | Difficulty: 2.0 | Files: scene03826_horizontalOnly_rot_binaural.npz -> scene03826_horizontalOnly_AMBIX.npy
ID: scene03827 | Difficulty: 3.0 | Files: scene03827_horizontalOnly_rot_binaural.npz -> scene03827_horizontalOnly_AMBIX.npy
ID: scene03828 | Difficulty: 1.0 | Files: scene03828_horizontalOnly_rot_binaural.npz -> scene03828_horizontalOnly_AMBIX.npy
ID: scene03829 | Difficulty: 2.0 | Files: scene03829_horizontalOnly_rot_binaural.npz -> scene03829_horizontalOnly_AMBIX.npy
ID: scene03830 | Difficulty: 2.0 | Files: scene03830_horizontalOnly_rot_binaural.npz -> scene03830_horizontalOnly_AMBIX.npy
ID: scene03831 | Difficulty: 2.0 | Files: scene03831_horizontalOnly_rot_binaural.npz -> scene03831_horizontalOnly_AMBIX.npy
ID: scene03832 | Difficulty: 4.0 | Files: scene03832_horizontalOnly_rot_binaural.npz -> scene03832_horizontalOnly_AMBIX.npy
ID: scene03833 | Difficulty: 4.0 | Files: scene03833_horizontalOnly_rot_binaural.npz -> scene03833_horizontalOnly_AMBIX.npy
ID: scene03834 | Difficulty: 4.0 | Files: scene03834_horizontalOnly_rot_binaural.npz -> scene03834_horizontalOnly_AMBIX.npy
ID: scene03835 | Difficulty: 4.0 | Files: scene03835_horizontalOnly_rot_binaural.npz -> scene03835_horizontalOnly_AMBIX.npy
ID: scene03836 | Difficulty: 4.0 | Files: scene03836_horizontalOnly_rot_binaural.npz -> scene03836_horizontalOnly_AMBIX.npy
ID: scene03837 | Difficulty: 3.0 | Files: scene03837_horizontalOnly_rot_binaural.npz -> scene03837_horizontalOnly_AMBIX.npy
ID: scene03838 | Difficulty: 4.0 | Files: scene03838_horizontalOnly_rot_binaural.npz -> scene03838_horizontalOnly_AMBIX.npy
ID: scene03839 | Difficulty: 3.0 | Files: scene03839_horizontalOnly_rot_binaural.npz -> scene03839_horizontalOnly_AMBIX.npy
ID: scene03840 | Difficulty: 2.0 | Files: scene03840_horizontalOnly_rot_binaural.npz -> scene03840_horizontalOnly_AMBIX.npy
ID: scene03841 | Difficulty: 1.0 | Files: scene03841_horizontalOnly_rot_binaural.npz -> scene03841_horizontalOnly_AMBIX.npy
ID: scene03842 | Difficulty: 1.0 | Files: scene03842_horizontalOnly_rot_binaural.npz -> scene03842_horizontalOnly_AMBIX.npy
ID: scene03843 | Difficulty: 3.0 | Files: scene03843_horizontalOnly_rot_binaural.npz -> scene03843_horizontalOnly_AMBIX.npy
ID: scene03844 | Difficulty: 5.0 | Files: scene03844_horizontalOnly_rot_binaural.npz -> scene03844_horizontalOnly_AMBIX.npy
ID: scene03845 | Difficulty: 1.0 | Files: scene03845_horizontalOnly_rot_binaural.npz -> scene03845_horizontalOnly_AMBIX.npy
ID: scene03846 | Difficulty: 3.0 | Files: scene03846_horizontalOnly_rot_binaural.npz -> scene03846_horizontalOnly_AMBIX.npy
ID: scene03847 | Difficulty: 3.0 | Files: scene03847_horizontalOnly_rot_binaural.npz -> scene03847_horizontalOnly_AMBIX.npy
ID: scene03848 | Difficulty: 4.0 | Files: scene03848_horizontalOnly_rot_binaural.npz -> scene03848_horizontalOnly_AMBIX.npy
ID: scene03849 | Difficulty: 5.0 | Files: scene03849_horizontalOnly_rot_binaural.npz -> scene03849_horizontalOnly_AMBIX.npy
ID: scene03850 | Difficulty: 2.0 | Files: scene03850_horizontalOnly_rot_binaural.npz -> scene03850_horizontalOnly_AMBIX.npy
ID: scene03851 | Difficulty: 3.0 | Files: scene03851_horizontalOnly_rot_binaural.npz -> scene03851_horizontalOnly_AMBIX.npy
ID: scene03852 | Difficulty: 3.0 | Files: scene03852_horizontalOnly_rot_binaural.npz -> scene03852_horizontalOnly_AMBIX.npy
ID: scene03853 | Difficulty: 4.0 | Files: scene03853_horizontalOnly_rot_binaural.npz -> scene03853_horizontalOnly_AMBIX.npy
ID: scene03854 | Difficulty: 2.0 | Files: scene03854_horizontalOnly_rot_binaural.npz -> scene03854_horizontalOnly_AMBIX.npy
ID: scene03855 | Difficulty: 4.0 | Files: scene03855_horizontalOnly_rot_binaural.npz -> scene03855_horizontalOnly_AMBIX.npy
ID: scene03856 | Difficulty: 2.0 | Files: scene03856_horizontalOnly_rot_binaural.npz -> scene03856_horizontalOnly_AMBIX.npy
ID: scene03857 | Difficulty: 3.0 | Files: scene03857_horizontalOnly_rot_binaural.npz -> scene03857_horizontalOnly_AMBIX.npy
ID: scene03858 | Difficulty: 2.0 | Files: scene03858_horizontalOnly_rot_binaural.npz -> scene03858_horizontalOnly_AMBIX.npy
ID: scene03859 | Difficulty: 1.0 | Files: scene03859_horizontalOnly_rot_binaural.npz -> scene03859_horizontalOnly_AMBIX.npy
ID: scene03860 | Difficulty: 5.0 | Files: scene03860_horizontalOnly_rot_binaural.npz -> scene03860_horizontalOnly_AMBIX.npy
ID: scene03861 | Difficulty: 3.0 | Files: scene03861_horizontalOnly_rot_binaural.npz -> scene03861_horizontalOnly_AMBIX.npy
ID: scene03862 | Difficulty: 3.0 | Files: scene03862_horizontalOnly_rot_binaural.npz -> scene03862_horizontalOnly_AMBIX.npy
ID: scene03863 | Difficulty: 2.0 | Files: scene03863_horizontalOnly_rot_binaural.npz -> scene03863_horizontalOnly_AMBIX.npy
ID: scene03864 | Difficulty: 3.0 | Files: scene03864_horizontalOnly_rot_binaural.npz -> scene03864_horizontalOnly_AMBIX.npy
ID: scene03865 | Difficulty: 2.0 | Files: scene03865_horizontalOnly_rot_binaural.npz -> scene03865_horizontalOnly_AMBIX.npy
ID: scene03866 | Difficulty: 1.0 | Files: scene03866_horizontalOnly_rot_binaural.npz -> scene03866_horizontalOnly_AMBIX.npy
ID: scene03867 | Difficulty: 4.0 | Files: scene03867_horizontalOnly_rot_binaural.npz -> scene03867_horizontalOnly_AMBIX.npy
ID: scene03868 | Difficulty: 4.0 | Files: scene03868_horizontalOnly_rot_binaural.npz -> scene03868_horizontalOnly_AMBIX.npy
ID: scene03869 | Difficulty: 2.0 | Files: scene03869_horizontalOnly_rot_binaural.npz -> scene03869_horizontalOnly_AMBIX.npy
ID: scene03870 | Difficulty: 3.0 | Files: scene03870_horizontalOnly_rot_binaural.npz -> scene03870_horizontalOnly_AMBIX.npy
ID: scene03871 | Difficulty: 4.0 | Files: scene03871_horizontalOnly_rot_binaural.npz -> scene03871_horizontalOnly_AMBIX.npy
ID: scene03872 | Difficulty: 3.0 | Files: scene03872_horizontalOnly_rot_binaural.npz -> scene03872_horizontalOnly_AMBIX.npy
ID: scene03873 | Difficulty: 1.0 | Files: scene03873_horizontalOnly_rot_binaural.npz -> scene03873_horizontalOnly_AMBIX.npy
ID: scene03874 | Difficulty: 1.0 | Files: scene03874_horizontalOnly_rot_binaural.npz -> scene03874_horizontalOnly_AMBIX.npy
ID: scene03875 | Difficulty: 1.0 | Files: scene03875_horizontalOnly_rot_binaural.npz -> scene03875_horizontalOnly_AMBIX.npy
ID: scene03876 | Difficulty: 2.0 | Files: scene03876_horizontalOnly_rot_binaural.npz -> scene03876_horizontalOnly_AMBIX.npy
ID: scene03877 | Difficulty: 1.0 | Files: scene03877_horizontalOnly_rot_binaural.npz -> scene03877_horizontalOnly_AMBIX.npy
ID: scene03878 | Difficulty: 1.0 | Files: scene03878_horizontalOnly_rot_binaural.npz -> scene03878_horizontalOnly_AMBIX.npy
ID: scene03879 | Difficulty: 2.0 | Files: scene03879_horizontalOnly_rot_binaural.npz -> scene03879_horizontalOnly_AMBIX.npy
ID: scene03880 | Difficulty: 1.0 | Files: scene03880_horizontalOnly_rot_binaural.npz -> scene03880_horizontalOnly_AMBIX.npy
ID: scene03881 | Difficulty: 2.0 | Files: scene03881_horizontalOnly_rot_binaural.npz -> scene03881_horizontalOnly_AMBIX.npy
ID: scene03882 | Difficulty: 3.0 | Files: scene03882_horizontalOnly_rot_binaural.npz -> scene03882_horizontalOnly_AMBIX.npy
ID: scene03883 | Difficulty: 3.0 | Files: scene03883_horizontalOnly_rot_binaural.npz -> scene03883_horizontalOnly_AMBIX.npy
ID: scene03884 | Difficulty: 3.0 | Files: scene03884_horizontalOnly_rot_binaural.npz -> scene03884_horizontalOnly_AMBIX.npy
ID: scene03885 | Difficulty: 3.0 | Files: scene03885_horizontalOnly_rot_binaural.npz -> scene03885_horizontalOnly_AMBIX.npy
ID: scene03886 | Difficulty: 2.0 | Files: scene03886_horizontalOnly_rot_binaural.npz -> scene03886_horizontalOnly_AMBIX.npy
ID: scene03887 | Difficulty: 2.0 | Files: scene03887_horizontalOnly_rot_binaural.npz -> scene03887_horizontalOnly_AMBIX.npy
ID: scene03888 | Difficulty: 3.0 | Files: scene03888_horizontalOnly_rot_binaural.npz -> scene03888_horizontalOnly_AMBIX.npy
ID: scene03889 | Difficulty: 1.0 | Files: scene03889_horizontalOnly_rot_binaural.npz -> scene03889_horizontalOnly_AMBIX.npy
ID: scene03890 | Difficulty: 2.0 | Files: scene03890_horizontalOnly_rot_binaural.npz -> scene03890_horizontalOnly_AMBIX.npy
ID: scene03891 | Difficulty: 1.0 | Files: scene03891_horizontalOnly_rot_binaural.npz -> scene03891_horizontalOnly_AMBIX.npy
ID: scene03892 | Difficulty: 5.0 | Files: scene03892_horizontalOnly_rot_binaural.npz -> scene03892_horizontalOnly_AMBIX.npy
ID: scene03893 | Difficulty: 2.0 | Files: scene03893_horizontalOnly_rot_binaural.npz -> scene03893_horizontalOnly_AMBIX.npy
ID: scene03894 | Difficulty: 2.0 | Files: scene03894_horizontalOnly_rot_binaural.npz -> scene03894_horizontalOnly_AMBIX.npy
ID: scene03895 | Difficulty: 2.0 | Files: scene03895_horizontalOnly_rot_binaural.npz -> scene03895_horizontalOnly_AMBIX.npy
ID: scene03896 | Difficulty: 3.0 | Files: scene03896_horizontalOnly_rot_binaural.npz -> scene03896_horizontalOnly_AMBIX.npy
ID: scene03897 | Difficulty: 2.0 | Files: scene03897_horizontalOnly_rot_binaural.npz -> scene03897_horizontalOnly_AMBIX.npy
ID: scene03898 | Difficulty: 2.0 | Files: scene03898_horizontalOnly_rot_binaural.npz -> scene03898_horizontalOnly_AMBIX.npy
ID: scene03899 | Difficulty: 5.0 | Files: scene03899_horizontalOnly_rot_binaural.npz -> scene03899_horizontalOnly_AMBIX.npy
ID: scene03900 | Difficulty: 2.0 | Files: scene03900_horizontalOnly_rot_binaural.npz -> scene03900_horizontalOnly_AMBIX.npy
ID: scene03901 | Difficulty: 3.0 | Files: scene03901_horizontalOnly_rot_binaural.npz -> scene03901_horizontalOnly_AMBIX.npy
ID: scene03902 | Difficulty: 4.0 | Files: scene03902_horizontalOnly_rot_binaural.npz -> scene03902_horizontalOnly_AMBIX.npy
ID: scene03903 | Difficulty: 3.0 | Files: scene03903_horizontalOnly_rot_binaural.npz -> scene03903_horizontalOnly_AMBIX.npy
ID: scene03904 | Difficulty: 4.0 | Files: scene03904_horizontalOnly_rot_binaural.npz -> scene03904_horizontalOnly_AMBIX.npy
ID: scene03905 | Difficulty: 5.0 | Files: scene03905_horizontalOnly_rot_binaural.npz -> scene03905_horizontalOnly_AMBIX.npy
ID: scene03906 | Difficulty: 1.0 | Files: scene03906_horizontalOnly_rot_binaural.npz -> scene03906_horizontalOnly_AMBIX.npy
ID: scene03907 | Difficulty: 2.0 | Files: scene03907_horizontalOnly_rot_binaural.npz -> scene03907_horizontalOnly_AMBIX.npy
ID: scene03908 | Difficulty: 5.0 | Files: scene03908_horizontalOnly_rot_binaural.npz -> scene03908_horizontalOnly_AMBIX.npy
ID: scene03909 | Difficulty: 1.0 | Files: scene03909_horizontalOnly_rot_binaural.npz -> scene03909_horizontalOnly_AMBIX.npy
ID: scene03910 | Difficulty: 2.0 | Files: scene03910_horizontalOnly_rot_binaural.npz -> scene03910_horizontalOnly_AMBIX.npy
ID: scene03911 | Difficulty: 4.0 | Files: scene03911_horizontalOnly_rot_binaural.npz -> scene03911_horizontalOnly_AMBIX.npy
ID: scene03912 | Difficulty: 4.0 | Files: scene03912_horizontalOnly_rot_binaural.npz -> scene03912_horizontalOnly_AMBIX.npy
ID: scene03913 | Difficulty: 2.0 | Files: scene03913_horizontalOnly_rot_binaural.npz -> scene03913_horizontalOnly_AMBIX.npy
ID: scene03914 | Difficulty: 3.0 | Files: scene03914_horizontalOnly_rot_binaural.npz -> scene03914_horizontalOnly_AMBIX.npy
ID: scene03915 | Difficulty: 4.0 | Files: scene03915_horizontalOnly_rot_binaural.npz -> scene03915_horizontalOnly_AMBIX.npy
ID: scene03916 | Difficulty: 3.0 | Files: scene03916_horizontalOnly_rot_binaural.npz -> scene03916_horizontalOnly_AMBIX.npy
ID: scene03917 | Difficulty: 2.0 | Files: scene03917_horizontalOnly_rot_binaural.npz -> scene03917_horizontalOnly_AMBIX.npy
ID: scene03918 | Difficulty: 2.0 | Files: scene03918_horizontalOnly_rot_binaural.npz -> scene03918_horizontalOnly_AMBIX.npy
ID: scene03919 | Difficulty: 3.0 | Files: scene03919_horizontalOnly_rot_binaural.npz -> scene03919_horizontalOnly_AMBIX.npy
ID: scene03920 | Difficulty: 3.0 | Files: scene03920_horizontalOnly_rot_binaural.npz -> scene03920_horizontalOnly_AMBIX.npy
ID: scene03921 | Difficulty: 5.0 | Files: scene03921_horizontalOnly_rot_binaural.npz -> scene03921_horizontalOnly_AMBIX.npy
ID: scene03922 | Difficulty: 3.0 | Files: scene03922_horizontalOnly_rot_binaural.npz -> scene03922_horizontalOnly_AMBIX.npy
ID: scene03923 | Difficulty: 5.0 | Files: scene03923_horizontalOnly_rot_binaural.npz -> scene03923_horizontalOnly_AMBIX.npy
ID: scene03924 | Difficulty: 5.0 | Files: scene03924_horizontalOnly_rot_binaural.npz -> scene03924_horizontalOnly_AMBIX.npy
